ID#;dialog
800269;Okay. There's something we need to find, something hidden here in the castle. It could help us defeat You-Know-Who.
800270;What is it?
800271;We don't know.
800272;Where is it?
800273;I realize it's not much to go on.
800274;That's nothing to go on.
800275;I think it might have something to do with Ravenclaw. It would be small, easy to conceal, valuable. Any ideas?
800276;Well, there's Rowena Ravenclaw's lost diadem.
800277;The lost diadem of Ravenclaw? Hasn't anyone ever heard of it? It's quite famous.
800278;Yes, but Luna, it's lost. For centuries now. There's not a person alive today who's seen it.
800279;Excuse me. But would someone tell me: what's a bloody diadem?
800280;It's a kind of crown. You know, like a tiara.
800281;Ravenclaw's was rumored to have magical properties, to enhance the wisdom of the wearer.
800282;Harry.
800283;Hey there. Ron smiles, about to speak, then notices Ginny's eyes have not left Harry. He frowns, speaks to Hermione.
800284;Six months she hasn't seen me and it's like I'm Frankie First Year. I mean, I'm only her brother.
800285;Got loads of those, though, doesn't she? There's only one Harry.
800286;Shut up, Seamus.
800287;What is it, Ginny?
800288;Snape knows. He knows that Harry was spotted in Hogsmeade.
800289;Put a smile on, Miss Reynolds. Wouldn't want me to have to pay a visit to Daddy again, would you?
800290;Many of you are surely wondering why I have summoned you here at this hour. It has come to my attention that earlier this evening... Harry Potter was sighted in Hogsmeade.
800291;I mention this in the hopes that truth will not be supplanted by
800292;For myself and a few select members of the staff this comes as little surprise. We have, for some time, considered Mr. Potter's return to Hogwarts to be not only possible but inevitable. Consequently, in the past several months and under my specific direction, exhaustive defensive strategies have been employed to defeat any attempt Mr. Potter might make to breach these walls. But know this. Should anyone -- student or staff -- attempt to aid Mr. Potter, that person will be punished in a manner consistent with the severity of their transgression. Rest assured: So long as I am Headmaster at Hogwarts, Harry Potter will never again step foot in this castle.
800293;Now then. If anyone here has knowledge of Mr. Potter's movements this evening... I invite them to step forward now.
800294;I think I can help you out with that... -.. Harry appears.
800295;And I'm afraid it's rather extensive.
800296;How dare you stand where he stood.
800297;Tell them how it was that night. Tell then how you looked him in the eye, a man who trusted you... and killed him. Tell them!
800298;I'm a Gryffindor.
800299;I know that many of you will want to fight. Some of you may even think this wise. But this is foily.
800300;I wish you no harm. TI have great respect for the students of Hogwarts. I was once one myself after all. I ask for but one thing and if granted no magical blood shail be spiit...
800301;Give me Harry Potter. Do this and none shall be harmed. Give me Harry Potter and I shail leave Hogwarts untouched. Give me Harry Potter and you will be rewarded.
800302;But he's there! Potter's there! Someone grab him!
800303;Students out of bed! Students in the corridors!
800304;Oh. Sorry, mum.
800305;Right away.
800306;Time. As much as you can give me.
800307;Is that possible, Professor?
800308;I think you're right.
800309;You, too, Professor.
800310;Let me get this straight, Professor. You're giving us permission to do this?
800311;To blow it up. Boom.
800312;Wicked.
800313;I can bring 'er down.
800314;You realize, of course, that nothing we do will be able to keep out You-Know-Who indefinitely.
800315;That doesn't mean we can't hold him up.
800316;Protego Maxima... Finato Duri... Repello Inimicum...
800317;Harry, Hermione and I have been thinking. It doesn't really matter if we find the Horcrux.
800318;Unless we can destroy it.
800319;So we were thinking --
800320;You were thinking. It's Ron's idea. And it's brilliant.
800321;You destroyed Tom Riddle's Diary with a Basilisk fang, right? Well, we know where we might find one, don't we?
800322;Okay. But take this. That way you can find me when you get back.
800323;Where are you going?
800324;Ravenclaw Common Room. Got to start somewhere. Hermione nods, slips the Map in her beaded bag and she and Ron head off. Just before they turn the corner, Ron looks back, holds Harry's glance briefly... and then is
800325;Harry! Wait! I need to talk to
800326;I'm a bit preoccupied right now, Luna.
800327;We'll talk later, Luna.
800328;Harry --
800329;Later.
800330;Don't you remember what Cho said about Rowena Ravenclaw's diadem: 'There's not a person alive who's seen it.'
800331;It's obvious, isn't it? We have to talk to someone who's dead.
800332;He's very impressive, isn't he?
800333;They never learn. Such a pity.
800334;Begin.
800335;But, my Lord, shouldn't we wait --
800336;Nice night for it!
800337;Okay, Luna. Who've you got in mind?
800338;That's it. I want a charge on each and every joist.
800339;You do know what you're doing, don't you, Seamus?
800340;Blimey.
800341;Not good.
800342;If you're to find her, you'll find her down there.
800343;No. I think it best if you two talk alone. She's very shy.
800344;Tell Professor McGonagall Remus and I will handle this side of the castle.
800345;Yes, sir.
800346;Dean!
800347;It's the quality of one's conviction that determines success, not the number of one's followers.
800348;Who said that?
800349;Me.
800350;Speaking of quality.
800351;You shouldn't have. It's Teddy who needs you.
800352;He'll sleep 'til dawn and snore like his father. It's you who needs me tonight.
800353;It's you...
800354;Ha! dal
800355;Yeah! You and whose army!
800356;Woah! Easy up there!
800357;Sorry.
800358;Harry talks in his sleep. Haven't you noticed?
800359;No. Of course not.
800360;I've never got this far before.
800361;I'm scared.
800362;Me too. Hermione: I didn't expect it to be like this.
800363;Not this.
800364;You're the Grey Lady, the ghost of Ravenclaw Tower.
800365;I do not answer to that name.
800366;I'm sorry. It's Helena, isn't it? Helena Ravenclaw. Rowena's daughter. Luna told me.
800367;Are you a friend of Luna's?
800368;Yes. She thought you might be able to help me.
800369;You seek my mother's diadem.
800370;Yes! That's right --
800371;Luna is kind. Unlike so many of the others, but she was wrong. I cannot help you.
800372;Wait! Please!
800373;Many have sought my mother's diadem. Its powers are
800374;But I don't care about its powers! Honestly --
800375;I don't seek it for myself! You have to believe me!
800376;I want to destroy it.
800377;That's what you want, isn't it, Helena? You want it destroyed.
800378;But I only wanted to be more like her, clever and wise. She wore it so beautifully, but on me... I grew to hate it... the pain I felt... the pain I feel even now...
800379;I'll end your pain, Helena. Tell me where it is and I'll destroy it, I swear, on my mother's memory —-
800380;Another swore to destroy it, many years ago, a strange boy with a strange name...
800381;Tom Riddle --
800382;But he lied.
800383;He's lied to many people --
800384;I know what he's done! I know who he is! He defiled it! With Dark Magic!
800385;Strange... you remind me of him a bit...
800386;It's here. In the castle. In the
800387;If you have to ask, you'll never know. If you know, you need only ask...
800388;Thank you... -.. then turning...
800389;Thank you... -.. then running.
800390;You do it.
800391;Yes, you can.
800392;Not good.
800393;Ready!?
800394;Are you bloody joking?!
800395;He's good...
800396;He's good...
800397;What?
800398;That was kind of exciting. Seamus grins and winks knowingly. Ginny shakes her head.
800399;Mad. The both of you.
800400;Not good.
800401;Night-tee night.
800402;You let us out of here, you filthy squib!
800403;Ginny! Neville! You alright?
800404;Never better! Feel like I could spit fire! Haven't seen Luna, have you?
800405;Luna -- ?
800406;I'm mad for her! Think it's about time I told her, seeing as there's a pretty good chance we'll both be dead by dawn!
800407;I know.
800408;Bloody hell. We/'ll never find him on this.
800409;There he is.
800410;Brilliant.
800411;He vanished. Just now. I saw it. Ron glances at MAP -- then:
800412;That's right. I did.
800413;Let's go.
800414;Brilliant.
800415;Take my hand.
800416;Well, well, what brings you here, Potter? Harry looks slowly over his shoulder. Draco -- Blaise and Goyle at his side -- steps INTO VIEW, his face bisected by light. He holds a wand on Harry.
800417;I could ask you the same.
800418;I virtually lived here last year. Remember?
800419;I remember.
800420;What's wrong with the one you have?
800421;Easy.
800422;Why didn't you tell her?
800423;Bellatrix. You knew it was me. But you didn't say anything.
800424;Give me my wand.
800425;No. I don't think so...
800426;Besides, its allegiance is to me now. If you want it, you'll have to win it back. Perhaps even kill me...
800427;C'mon, Draco. Don't be a prat.
800428;Avada Kedavra!
800429;Expelliarmus!
800430;Did you see where it went? The diadem!
800431;Well done. Let's find Ron and get out of here.
800432;RUN! Goyle's set the bioody place on fire!
800433;Split up!
800434;Do we climb!
800435;No, it''ll just follow us!
800436;Here! Take one!
800437;Serves him right.
800438;C'mon! This way!
800439;Wait! What about Malfoy and Blaise!
800440;Brilliant.
800441;Nagini. Come.
800442;You're bloody well welcome!
800443;Ron, you once asked me if I thought he felt it -- Voldemort -- when we destroy a Horcrux, when we destroy a piece of his soul.
800444;He does.
800445;It's the snake. She's the last one. The last Horcrux.
800446;Where will he take her?
800447;Someplace safe.
800448;No. He'll keep her close.
800449;Look inside him, Harry.
800450;Find out where he is. If we find him, we find the snake. Then we're one step closer to ending this.
800451;Stop looking at her. She smells your fear. It agitates her. Be grateful she's just eaten.
800452;Forgive me, my Lord, but wouldn't it be more prudent to call off this battle and seek the boy yourself?
800453;I do not need to seek the boy! Before the night is out, he will come to me! Do you understand!
800454;Of c-course, my Lord.
800455;How do you live with yourself, Lucius?  Go. Find Severus. Tell him I need to see him immediately.
800456;I know where he is.
800457;There's more to me than incense and tea leaves, Mr. Finnegan.
800458;Thanks.
800459;Don't mention it.
800460;Why doesn't it work for me?
800461;You have performed extraordinary magic with this wand, my Lord. In the last few hours alone --
800462;No! I am extraordinary! But the wand resists me!
800463;There is no wand more powerful. Ollivander himself said it. Tonight, when the boy comes to you, it will not fail you, I am sure. It answers to you and you only.
800464;Does it?
800465;My Lord?
800466;The wand. Does it truly answer to me?
800467;You're a clever man, Severus. Surely you must know.
800468;Where, Severus? Where does its loyalty lie?
800469;With you, of course, my Lord.
800470;The Elder Wand cannot serve me properly, Severus, because I am
800471;The Elder Wand belongs to the wizard who killed its last owner. Ollivander was quite explicit about that. You killed Dumbledore, Severus. While you live, the Elder Wand cannot be truly mine.
800472;My Lord --
800473;You have been a good and faithful servant, Severus.
800474;But only I can live forever...
800475;Kill.
800476;Nagini! Come!
800477;Take them...
800478;Take them!
800479;Please.
800480;Give me something! Quickly! A flask! Anything.
800481;They are the same...
800482;You have your mother's eyes...
800483;He's gone. The snake too.
800484;You have fought valiantly... but in vain. I do not wish this. Every drop of magical bliood
800485;I therefore command my forces to retreat. In their absence, dispose of your dead with dignity. Treat your injured.
800486;Never! Do you hear me! NEVER!
800487;Where is everyone?
800488;Lily... Then...
800489;Lily! Come out of there! Now!
800490;We're going home.
800491;She's jealous. Because she's ordinary and you're special.
800492;That's mean.
800493;It's true. You know so yourself.
800494;No! Don't kill me!
800495;That wasn't my intention.
800496;Stand up, Severus. I haven't much time. What message do you bring from Lord Voldemort this time?
800497;Is this about the Prophecy?
800498;Yes.
800499;How much did you relay?
800500;Only what I heard. But now... he thinks it refers to her.
800501;The Prophecy did not refer to a woman. It spoke of a boy born at the end of July --
800502;Yes! But he thinks it's her son! He intends to hunt them down now! To kill them!
800503;If she means so much to you, surely Lord Voldemort would spare her in exchange for the boy.
800504;I have asked.
800505;You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?
800506;She's more than that! She's different! Beautiful. Kind.
800507;And should I do so, what will you give me in return, Severus?
800508;Anything.
800509;You said you would keep her safe!
800510;Lily and James put their faith in the wrong person. Rather like you, Severus.
800511;The boy survives.
800512;He has her eyes.
800513;He doesn't need protection. The Dark Lord has gone --
800514;The Dark Lord will return. And the boy will be in terrible danger when he does.
800515;No one can know. Your word.
800516;My word that I shall never reveal the best of you, Severus? If you insist.
800517;He exhibits no measurable talent. His arrogance rivals even his father's. And he seems to relish his fame.
800518;Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.
800519;You see what you want to see.
800520;Perhaps. oOh. Severus.
800521;Why did you put it on? Surely you realized it carried a curse.
800522;I was... foolish... greedy...
800523;Drink the rest. It will contain the curse to the hand for the time being.
800524;For the time being?
800525;It will spread.
800526;How long?
800527;Maybe a year.
800528;Well, this makes matters much more straightforward.
800529;Do not ignore me, Severus. Was it not you who told me of Lord Voldemort's plan to have the Malfoy boy murder me?
800530;It is not expected that he will succeed.
800531;You must agree.
800532;Yes. You must be the one to kill me, Severus. It is the only way. Only then will the Dark Lord trust you completely.
800533;You ask too much.
800534;There will come a time when Harry Potter must be told something. But you must wait until Voldemort is at his most vulnerable.
800535;Tell him what?
800536;On the night Lord Voldemort went to Godric's Hollow to kill Harry, and Lily Potter cast herself between them, the curse rebounded. When that happened, a part of Lord Voldemort's soul latched itself onto the only living thing it could find: Harry himself.
800537;There's a reason Harry can speak with snakes. There's a reason he can look into Lord Voldemort's mind. A part of Lord Voldemort lives inside him.
800538;So when the time comes, the boy must die.
800539;You've kept him alive so that he can die at the proper moment. You've been raising him like a pig for slaughter.
800540;But this is touching, Severus. Don't tell me you've grown to care for the boy?
800541;Expecto Patronum!
800542;Lily. After all this time?
800543;Always... We GO TO BLACK...
800544;The irony of course, Severus, is that -- in the end -- you and the boy desire the same thing...
800545;Where've you been?
800546;We thought you'd gone to the forest, we thought you might be --
800547;I'm going there now.
800548;Are you mad! No!
800549;It's... meant to be.
800550;Rubbish! You can't just give yourself up to him -- Hermione squeezes Ron's arm, silencing him.
800551;What is it, Harry? What is it you
800552;There's a reason I can... hear them -- the Horcruxes.
800553;I think I've known for awhile.
800554;I'll go with you. I/'ll --
800555;Kill the snake. Kill the snake and then it's just him. Then it will be over.
800556;I'll take him from here.
800557;It's all right. We're going to get you inside.
800558;I kept calling. No one came.
800559;Don't worry. I won't leave you. I promise.
800560;You've been so brave, sweetheart.
800561;Why are you here? All of you?
800562;We never left, dear.
800563;Does it hurt? Dying?
800564;Quicker than falling asleep.
800565;And he will want it to be quick.
800566;You're nearly there, son.
800567;I'm sorry. I didn't want any of you to die for me. And Remus, your son...
800568;Others will tell him what his mother and father died for. Someday he'll understand...
800569;You'll stay with me?
800570;Until the end.
800571;He won't be able to see you?
800572;No. We're here, you see.
800573;Stay close to me.
800574;Always...
800575;No sign of him, my Lord.
800576;I thought he would come. I was, it seems... mistaken.
800577;You weren't.
800578;Quiet!
800579;Harry Potter. The Boy Who Lived. Come to die. Nagini HISSES behind her protective guard of Death Eaters. Harry's gaze shifts to her when Voldemort raises
800580;You cannot help.
800581;Harry. You wonderful boy. You brave, brave man. Let us walk.
800582;Sir, this, is this... I mean, forgive me, but you are dead, aren't you, sir?
800583;Oh, yes.
800584;Then... I'm dead too?
800585;Not?
800586;Not.
800587;But I didn't defend myself. I let him kill me.
800588;It's true, isn't it, sir? A bit of him lives in me, doesn't it?
800589;Did. It was just destroyed only moments ago by none other than Voldemort himself.
800590;"You were the seventh Horcrux, Harry; the Horcrux he never meant to make."
800591;And you knew this? That's why you were certain I wouldn't die?
800592;Certain? No. Little is certain in this world, Harry. Call it an educated guess.
800593;Professor, is that -- ?
800594;Exactly where are we, sir?
800595;I was going to ask you that. Where would you say that we are?
800596;It looks like King's Cross station -- only a lot cleaner. And without the trains.
800597;King's Cross! Is that right? Well, this is, as they say, your party.
800598;Sir, why didn't you just tell me about the Deathly Hallows?
800599;You will have to forgive me, Harry. You see... I didn't trust
800600;I feared that you would make the same mistake I made, that you would be intoxicated by the power the Hallows promise their possessor. But I crave your pardon, Harry. It's clear to me now, as it should have been all along, that you are the better man.
800601;Sir --
800602;You are the worthy possessor of the Hallows, Harry, not me. I was fit to own the Elder Wand, because I took it not for gain, but to save others from it. But I took the Stone because I longed to recall someone who has long been at peace and for that I paid with my life.
800603;You wanted to see Ariana again, didn't you, sir?
800604;Yes.
800605;I used the Stone as well, sir, only a little while ago when I entered the Forest. I saw my mum and dad, and Sirius and Lupin...
800606;True. But ask yourself this: were you calling them? Or were they calling you?
800607;I've got to go back, haven't I?
800608;That is up to you.
800609;I've got a choice?
800610;Oh yes. We are in King's Cross, you say? I think, should you so decide, you would be able to, let's say, board a train.
800611;And where would it take me?
800612;On.
800613;Voldemort's got the Elder Wand.
800614;True.
800615;And the snake lives.
800616;Yes.
800617;And I've nothing to kill it with.
800618;'Help will always be given at Hogwarts to those who ask for it.'
800619;I have always prized my ability to turn a phrase -- words are, in my
800620;With all due respect, sir, I think what we need here is a miracle.
800621;I've never put much stock in miracles, Harry. On the other hand, I can attest wholly to the extensive advantages of a related phenomenon.
800622;Which would be, sir?
800623;Luck.
800624;Do not pity the dead, Harry. Pity the living and, above all, those who live without love.
800625;Sir, my mother's Patronus. It was a doe, wasn't it? Just like Professor Snape's. Curious, don't you think?
800626;Actually, if I think about it... it doesn't seem curious at all.
800627;Professor.
800628;Is this real? Or has this been happening inside my head?
800629;Of course it is happening inside your head, Harry. But why should that mean that it is not real?
800630;My lord, let me help you --
800631;I do not require assistance.
800632;The boy. Is he dead?
800633;Is he alive? Draco?
800634;Don't despair, Longbottom. I put you in Gryffindor for good reason...
800635;Who's that?
