ID#;dialog
700530;It's angry.
700531;What're you doing?
700532;We have to keep it safe until we can figure out how to destroy it.
700533;I can put it in my bag --
700534;No.
700535;Seems strange, mate.  Dumbledore sends you off to find a load of Horcruxes, but doesn't bother to tell you how to destroy them. Doesn't that bother you?
700536;You wouldn't be lying to me, would you, Gregorovitch?  Because, I must tell you... that will only make it worse for you...
700537;Who was he?  The thief?
700538;Just a boy!  Not of the village. It was he who took it.  I never saw it again.  I swear on my life.
700539;I believe you...
700540;I thought it had stopped.
700541;You can't let him in, Harry. Dumbledore himself said it.  You have to close your mind.  It's too dangerous --
700542;It's not a candle I can blow out, Hermione.  It always burns, even if it's just a flicker.  Can you understand that?
700543;Tell me. What you saw.
700544;He's found him.  Vol--
700545;You-Know-Who.  He's found Gregorovitch --
700546;The wandmaker?
700547;Yes.  How'd you know?
700548;Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?
700549;You-Know-Who wants something Gregorovitch once had -- dunno what.  But he's desperate to have it.  It's as if his life depends on it.
700550;Don't -- It... comforts him.
700551;Well it sets my teeth on edge. What's he expecting to hear?  Good news?
700552;I think he just hopes he doesn't hear bad news.  It gets him through the day.
700553;And what gets you through the day?
700554;We've all made sacrifices, Harry.
700555;How long before he can travel?
700556;I don't know.  It takes time.  I'm doing all I can.
700557;You're not doing enough.
700558;Take it off.
700559;Take it off.  Now.
700560;Better?
700561;Loads.
700562;It's cold.  Even though it's been lying against your skin for days.
700563;We'll take turns.  Okay?
700564;What's that?  That... smell?
700565;Snatchers.
700566;Good to know your enchantments work.
700567;He could smell it.  My perfume.
700568;We have to leave.  We're not safe here.
700569;I told you.  Ron's not strong enough to Apparate.
700570;Then we'll go by foot.
700571;I'm hungry.
700572;We're all hungry.
700573;Leave it.
700574;Mum can make food appear out of thin air.
700575;No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --
700576;Oh, speak English, can't you?
700577;I said leave it.
700578;It'll be dark soon.  We need to find a place to sleep.
700579;Good plan.
700580;Yeah.  Brilliant.  Only, correct me if I'm wrong... wasn't that yesterday's plan?  And the day before that?  And the day before that?  Walk.  Sleep.  Walk. Sleep.
700581;My turn.
700582;He doesn't know what he's doing, does he?
700583;None of us do.
700584;Wizards were here.
700585;I don't like this place.
700586;I want to go.
700587;I'll tell you in a minute.
700588;Maybe you could tell me now.
700589;Alright.  The Sword of Gryffindor? It's Goblin made.
700590;Brilliant.
700591;You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.
700592;O-kay.
700593;Harry.  You already destroyed one Horcrux, right?  Tom Riddle's diary -- in the Chamber of Secrets.
700594;With a basilisk fang.  If you tell me you've got one of those in that bloody beaded bag of yours --
700595;Don't you see!  In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor.
700596;Its blade is impregnated with basilisk venom.
700597;It only takes in that which makes it stronger...
700598;Exactly!  Which means...
700599;... it can destroy Horcruxes.
700600;Which is why Dumbledore left it to you in his will.
700601;You're brilliant, Hermione. Truly.
700602;Actually, I'm highly logical, which allows me to look past the extraneous detail and perceive clearly that which others overlook.
700603;There's only one problem...
700604;The sword was stolen.
700605;Yeah, I'm still here.  But you two carry on.  Don't let me spoil your fun.
700606;What's the problem?
700607;Problem?  There's no problem.  Not according to you, anyway.
700608;Look, don't be shy.  If you've got something to say, spit it out.
700609;All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find.
700610;Ron...
700611;I thought you knew what you signed up for.
700612;Yeah, I thought I did too.
700613;I don't understand.  What part of this isn't living up to your expectations?  Did you think we'd be staying in five-star hotels? Finding a Horcrux every other day? Did you think you'd be back to Mummy by Christmas?
700614;No, I just reckoned after all this time, we'd have actually achieved something.  I reckoned you knew what you were doing.  I reckoned Dumbledore had told you something worthwhile! I reckoned you had a plan!
700615;I've told you everything Dumbledore told me! And in case you haven't noticed, we've found a Horcrux!
700616;Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!
700617;Take it off, Ron.  Please take it off.  You wouldn't be talking like this if you hadn't been wearing it all day --
700618;Yeah, he would.  D'you think I haven't noticed the two of you whispering behind my back?  D'you think I haven't guessed what you were thinking?
700619;Harry, we weren't --
700620;Don't lie!  You said it, too, you said you were disappointed --
700621;I didn't!  Not like that!  Harry -- I didn't!
700622;Do you know why I listen to that radio, every night?  Do you!  To make sure I don't hear Ginny's name or Fred or George or Mum or --
700623;You think I don't listen!  You think I don't know what it's like --
700624;Stop!  Stop!
700625;Go then.  But leave that.
700626;And you?
700627;Me?
700628;Are you staying?  Or coming?
700629;Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?
700630;What?  Ron, no -- please --
700631;He's gone.
700632;Salvio Hexia... Protego Totalum...
700633;It's a Muggle station.
700634;You were right.  It's like you said.  Snitches have flesh memories.  But I didn't catch my first Snitch with my hand.  I almost swallowed it.
700635;'I open at the close?'
700636;What do you reckon it means?
700637;I don't know.  But look, I've found something as well...
700638;I thought it was a picture of an eye, but now I don't think it is. It isn't a rune and it's not in Spellman's Syllabary either.  And it's been inked in -- somebody drew it -- it isn't part of the book.
700639;Luna's dad was wearing that, at Ron- At Bill and Fleur's wedding.
700640;What d'you mean -- wearing it?
700641;Around his neck.  Like an amulet. I didn't think much of it at the time.  You know Luna -- she's always got some mad thing or the other she's carrying around.  I just figured it ran in the family.
700642;Why would someone have drawn it in a children's book?
700643;Hermione, I've been thinking.  I -- I want to go to Godric's Hollow. It's where I was born, it's where my parents died --
700644;And it's exactly where You-Know- Who will expect you to go. Because it means something to you.
700645;But it means something to him too, Hermione.  You-Know-Who nearly died there.  Wouldn't that be just the kind of place he'd hide a Horcrux?
700646;It's dangerous, Harry.  But I have to admit, recently even I've been thinking we might have to go.  I think it's possible something else is hidden there. The sword.  If Dumbledore didn't want it falling into the Ministry's hands, but wanted you to find it, what better place to hide it than the birthplace of the founder of Gryffindor himself?
700647;Godric's Hollow is the birthplace of Godric Gryffindor -- I mean, 'course it is.  Obvious, isn't it?
700648;Harry, did you ever even open A History of Magic?
700649;Tossed it at Neville once when he was snoring -- might've popped open.
700650;Hermione...
700651;Don't ever let me give you a haircut again.
700652;I still think we should've used Polyjuice Potion.
700653;No.  This is where I was born. I'm not returning as someone else.
700654;Harry, I think it's Christmas Eve! Listen...
700655;Do you think they'd be in there? My mum and dad?
700656;Yeah. I think they would.
700657;Harry.
700658;Is it -- ?
700659;No.  But look.
700660;Did you know he had a sister?
700661;No.
700662;Lumos.
700663;Ignotus... Hey, Har --
700664;Happy Christmas, Hermione.
700665;Happy Christmas, Harry.
700666;Harry...
700667;Yeah.
700668;Someone's watching us.  By the gate.
700669;C'mon.
700670;I don't think this is a good idea.
700671;We look like ordinary Muggles.
700672;Muggles who've just been laying flowers on your parents' grave.
700673;Relax.  This is right.  I know it.
700674;Omigod.  Harry...
700675;This is where they died, Hermione. This is where he murdered them.
700676;You're Bathilda, aren't you?
700677;Harry, I'm not sure about this.
700678;Hermione, she knew Dumbledore. She might have the sword. Besides, she's barely knee-high to a house-elf.  I think we can overpower her if it turns ugly.
700679;There's something odd about her. And what's that smell?
700680;She's gaga, remember?
700681;Here.  Let me do that.
700682;You have a lovely house, Miss Bagshot.
700683;Miss Bagshot?  Who is this man?
700684;His name.  Can you tell me his name?
700685;This is him, Hermione.  The one I saw in Gregorovitch's wandshop. The thief.  Miss Bagshot, who is he?
700686;She wants us to go upstairs.
700687;All right...
700688;She wants me to go.  Alone.
700689;Why?
700690;It's all right.  You stay here.
700691;Harry...
700692;Lumos.
700693;You are Potter?
700694;Yes.
700695;I have something for you...
700696;Harry!
700697;Confringo!
700698;Harry... Harry, can you hear me...?
700699;Yes.
700700;Good.  That's good...
700701;We got away.
700702;Yes.
700703;Are you alright?
700704;I'm fine.  But you've been sick. Rest... Rest a bit more...
700705;You've outdone yourself this time.
700706;The Forest of Dean.  I came here once with my mum and dad, years ago.  It's just how I remember it. The trees.  The river.  It's like nothing's changed.  Not true, of course.  Everything's changed.  If I brought my parents here, they wouldn't recognize any of it.  Not the trees.  Not the river.  Not... me.
700707;Where are they?
700708;Wendell and Monica Wilkens now reside happily in Sydney, Australia.  They have two dogs, run a small sweet shop, but floss daily.  No children.
700709;Maybe we should just stay here, Harry.  Grow old.
700710;You wanted to know who the boy in the photograph was.  Well, I know.
700711;It was in Bathilda's sitting room. Rita Skeeter had sent it to her. Harry, it doesn't make for very nice reading --
700712;Who is he, Hermione?  The thief? Did Dumbledore know him?
700713;Yes.
700714;Well?
700715;For a time.
700716;Tell me, Hermione.  Who is he?
700717;Gellert Grindelwald.  He's not very well known in Britain, but there was a time, before You-Know- Who...
700718;Hermione, I don't need to have read A History of Magic to know who Gellert Grindelwald is.
700719;When Grindelwald was seventeen, he was expelled from Durmstrang. He'd started doing some twisted things at school -- experiments. A few teachers had always protected him, but they couldn't anymore.  After he left, he traveled for awhile, then ended up in Godric's Hollow where his great aunt lived, Bathilda Bagshot.
700720;Get to the hard part, Hermione.
700721;She introduced him to Dumbledore. It made sense.  Dumbledore's mother had just died, Grindelwald was troubled and they were both brilliant -- they'd never really had anyone they could talk to on the same level.  They did a lot of talking that summer.  But they always returned to one particular subject.
700722;Wizard rule over Muggles.
700723;And Dumbledore believed in it?
700724;Yes.
700725;'For the Greater Good.'  What does that mean?
700726;It was something Dumbledore came up with.  He believed wizards were superior and should rule over Muggles, but gently, for their own good.  Grindelwald took a more violent position.
700727;It was a different time, Harry. It was one summer.  Dumbledore was young --
700728;We're young, Hermione.  And here we are, risking our lives to fight against the very thing Dumbledore supported.
700729;He changed, Harry.  Years later, it was Dumbledore who put Grindelwald in prison.
700730;Where's my wand?  I'll take the watch.
700731;Hermione.  Where's my wand?
700732;It's my fault.  As we were leaving Godric's Hollow, I cast a curse and it rebounded... I'm sorry, Harry, I tried to mend it but wands are different --
700733;It's done.
700734;Maybe we can --
700735;It's done.
700736;Leave me yours.  You get back in the warm.  And give me that.
700737;He loved you, Harry.  I know he loved you.
700738;No...
700739;Lumos! Accio Sword.
700740;Diffindo.
700741;Hermione...
700742;Are -- you -- mental?
700743;It was you!
700744;Well, yeah.  Bit obvious, I'd think.
700745;And the doe.  That was you as well.
700746;No.  I reckoned it was you.
700747;My Patronus is a stag.
700748;Right.  Antlers.
700749;You didn't see anyone else?
700750;No, I... I did think maybe I saw something -- when I was running -- over there --
700751;Anything?
700752;But I reckon whoever cast the doe, put the sword in that pool hoping we'd find it.
700753;And we did, didn't we?
700754;See that?  It knows.  It's afraid. Do it.
700755;What?  No.  Harry.  That thing's bad for me.  I can't handle it. I'm not making excuses for how I acted, but that thing affects me more than it affects you and Hermione.  It made me think stuff -- stuff I was thinking anyway, but it made everything worse.
700756;All the more reason.
700757;No.  I can't --
700758;Then why are you here?  Why did you come back?
700759;I'll have to speak to it in order for it to open.  When it does, don't hesitate.  I don't know what's in here, but it'll put up a fight.  The bit of Riddle that was in his diary tried to kill me.
700760;On three.  One.  Two.  Three. Take me inside...
700761;Stab it, Ron.  Now.
700762;I have seen your heart and it is mine...
700763;Don't listen to it.
700764;Ron.  Don't listen to it!
700765;Ron.  Stab it!
700766;We were better without you, happier without you.
700767;Who could look at you beside Harry Potter?  What are you, compared with the Chosen One...?
700768;Ron.  It lies!  Stab it!  STAB IT!
700769;Your mother confessed that she would have preferred me as a son...
700770;Who wouldn't prefer him, what woman would take you, you are nothing, nothing, nothing to him...
700771;Do it, Ron!  Kill it!
700772;After you left, she cried for a week.  She's like my sister.
700773;I'm sorry.  I'm sorry I left.
700774;You've sort of made up for it tonight.  Getting the sword. Finishing off the Horcrux.
700775;Saving your life.
700776;That too.
700777;And just think of it.  Only three to go.
700778;Hermione!
700779;Everything all right?
700780;Fine.  Actually... more than fine.
700781;Hey.
700782;Wo -- hey -- ouch!
700783;You -- complete -- arse -- Ronald -- Weasley!  You crawl back here after all these weeks and say, 'Hey?' Where's my wand?  Harry, where's my wand!
700784;Um... I don't know?
700785;Harry Potter, you give me my wand!
700786;How come he's got your wand?
700787;Never mind why he's got my wand --
700788;What is that?
700789;You destroyed it?
700790;It's a long story.
700791;Don't think this changes anything.
700792;No, of course not.  I only destroyed a bloody freaking Horcrux!  Why would that change anything!  Do you know what it was like for me to hear those words coming from you!  To see you doing those things --
700793;See me doing what things?
700794;What happened out there?
700795;It's a long story.
700796;Look, I wanted to come back the minute I'd left.  I just... didn't know how to find you.
700797;Exactly how did you find us?
700798;With this.
700799;It doesn't just turn off lights. I don't know exactly how it works, but Christmas morning I -- I was sleeping -- in this little pub-- I'd given some Snatchers the slip the night before, me being a blood- traitor and all -- anyway, I was sleeping when I heard it...
700800;It?
700801;A voice.
700802;Your voice, Hermione.  Coming out of this.
700803;And what may I ask did I say?
700804;My name.  Just my name.  Like a whisper.
700805;So I took this and I clicked it and this tiny ball of light appeared.  And I knew.
700806;Knew what?
700807;Just knew.  On account of Hermione's voice.  And sure enough, it floated toward me, the ball of light, right to my chest and then -- went straight through -- right here.
700808;I could feel it inside me.  It was warm, like the first sip of a good cup of tea.  And I knew it would take me where I needed to go.
700809;So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.
700810;I've always liked it.  These flames Hermione makes.
700811;How long you reckon she'll stay mad at me?
700812;Keep talking 'bout that little ball of light touching your heart -- she'll come round.
700813;It was true.  Every word.
700814;Bloody hell.  I just realized. You need a wand, right?
700815;Yeah...
700816;Well, I've got one.  Here.  It's Blackthorn, ten inches, nothing special, but I reckon it'll do.  I took it off a Snatcher a few weeks back.
700817;Don't tell Hermione, but they're a bit dim, Snatchers.  This one was definitely part Troll.  The smell off him...
700818;Engorgio.
700819;Wo.
700820;Reducio!
700821;What's going on in there?
700822;Nothing.
700823;Nothing.
700824;Maybe a bit more practice, eh?
700825;We need to talk.
700826;All right.
700827;I want to go and see Xenophilius Lovegood.
700828;Sorry?
700829;See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again.
700830;It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?
700831;Jesus.  It was there too.
700832;Where?
700833;Outside Gregorovitch's wand shop. on the alley wall...
700834;But what does it mean?
700835;Harry, you don't have a clue where the next Horcrux is.  And neither do I.  But this, this means something.  I'm sure of it.
700836;I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...
700837;Sorry, Harry.  Looks like it's Hermione and me this time.
700838;Not still mad at him, are you?
700839;I'm always mad at him.
700840;Luna?
700841;Luna.
700842;Luna.
700843;Keep off the dirigible plums.
700844;What is it? Who are you? What do you want --
700845;Hello, Mr. Lovegood.  I'm Harry Potter.  We met a few months back?
700846;Would it be okay if we came in? It won't take long, sir.  I promise.
700847;Excuse me.
700848;So.  What brings you here, Mr. Potter?
700849;Well, sir, we need some help.
700850;Ah.  Help.  I see.  Yes, well, the thing is, helping Harry Potter, rather dangerous these days...
700851;Aren't you the one who keeps telling everyone it's their first duty to help Harry?
700852;I have expressed that view, yes. In the past.  Would you excuse me one moment.  I shall return shortly and, um, try to help you...
700853;What's going on here?
700854;He's mental.  Let's face it. Luna's always good value, but she's nutty as squirrel poo.
700855;Do you see that?
700856;Well, yeah, of course.  It's massive, isn't it?
700857;No!  Don't go near it!
700858;It's an Erumpent horn.  It's a Class B Tradeable Material.
700859;Yeah, all right...
700860;May I offer you all an infusion of Gurdyroots? We make it ourselves.
700861;Where is Luna, sir?
700862;Luna?  Oh, um, she'll be along. Now how can I help you, Mr. Potter?
700863;Well, sir, it's about something you were wearing around your neck at the wedding.  A symbol...
700864;You mean this?
700865;Yes!  Exactly.  What we wondered, sir, is, well, what is it?
700866;What is it?  Well, it's the sign of the Deathly Hallows, of course.
700867;The what?
700868;The what?
700869;The what?
700870;The Deathly Hallows.  I assume you're all familiar with 'The Tale of the Three Brothers?'
700871;Yes.
700872;Yes.
700873;No.
700874;It's in here.
700875;Well, there's no real reason to go on unless one is familiar with the tale.  Why don't you read it aloud, Miss...?
700876;Granger.  Well... all right. There were once three brothers who were traveling along a lonely, winding road at twilight --
700877;Midnight.  Mum always said midnight. But twilight's fine.  Better actually.
700878;In time, the brothers reached a river too treacherous to pass...
700879;Well, there you are.  Those are the Deathly Hallows.
700880;Sorry... I still don't really understand...
700881;The Elder Wand...
700882;The Resurrection Stone...
700883;... then encloses both in a TRIANGLE. The Cloak of Invisibility. Together... they make the Deathly Hallows.  Together... they make one master of Death.
700884;Mr. Lovegood, does the Peverell family have anything to do with the Deathly Hallows?
700885;Ignotus and his brothers Cadmus and Antioch are thought to be the original owners of the Hallows and therefore the inspiration for the story.
700886;Ah, but your tea's grown cold. Excuse me, I'll be right back.
700887;Let's get out of here once he's back.  I'm not touching this stuff, hot or cold.
700888;Which one would you choose if you could?  Of the Deathly Hallows?
700889;It's obvious, isn't it?
700890;The Wand.
700891;The Cloak.
700892;The Stone.
700893;You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!
700894;Its owner grew drunk with power and was murdered.
700895;Yeah, but imagine what a short wicked life you'd lead.
700896;Why the Stone, Harry?
700897;Well, you could bring people back, couldn't you?  Mad-Eye. Dumbledore.  Sirius.  Anybody.
700898;But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows.
700899;But I have one.  The Invisibility Cloak my father left me.
700900;There have always been Cloaks --
700901;Not like Harry's.  I've seen a fair few.  Dad used to bring home the ones the Ministry confiscated from petty thieves and the like. They always got holes or tears. Harry's is different.  It's perfect.
700902;And I think I've actually held the Resurrection Stone in my hands, that night in Dumbledore's office when he showed me the ring he'd destroyed, the Horcrux.  It had a symbol on it.  Now I think it was the mark of the Hallows.
700903;Mr. Lovegood.  Thank you, sir --
700904;You forgot the water.
700905;The water?
700906;For the tea.
700907;Did, didn't I?  How silly of me.
700908;No matter, sir.  We really ought to be go--
700909;No, you mustn't --
700910;Sir?
700911;You're my only hope.  They were angry, you see, about what I'd been writing, so they took her. They took my Luna... But it's really you they want...
700912;Who took her, sir?
700913;Him.  Surely you call him You-Know- Who.  But his real name of course is... Voldemort.
700914;Nooooooooo!
700915;Stop!  I've got him --
700916;Ron!  Harry!  Take my hand!
700917;That treacherous old bleeder!  Is there no one we can trust!
700918;They've kidnapped Luna because he supported me.  He was just desperate.
700919;I'll do the enchantments.
700920;Hello, beautiful.
700921;Ah, Tom, I thought you would come one day.  But surely you must know I no longer have what you seek...
700922;If not you, then who?
700923;You're so innocent, Tom.  Like a schoolboy.  There's so much you don't understand...
700924;Tell me, Grindelwald.  Tell me where to find it!  Tell me who possesses it!  The name, Grindelwald!  The name!
700925;Can't you guess, Tom?  It lies with him, of course.  Buried within the earth.  It is he who possesses it, even in death.  Your old friend and mine... Dumbledore.
700926;They exist.  The Hallows.
700927;But he only wants the one, the last one.  That's what he's been looking for.
700928;What're you saying?
700929;He knows where it is, You-Know- Who.  He'll have it by the end of the night.  He's found the Elder Wand.
700930;Don't touch her!
700931;Stop it!
700932;Your boyfriend'll get worse than that if he doesn't behave, lovely.
700933;What happened to you, ugly?
700934;What's your name?
700935;Dudely.  Vernon Dudley.
700936;Check the list.  And you, ginger?
700937;Stan Shunpike.
700938;Like 'ell you are.  We know skinny Stan.  Try again.
700939;Weasley... Barney Weasley.
700940;Weasley, eh?  Wouldn't be related to that blood traitor Arthur Weasley, would you?
700941;Piss off!  Arthur Weasley's ten times the wizard you are!
700942;Worth ten times you if I can find him.  Wasn't you that tipped him off, was it?
700943;How 'bout you, lovely?  What do they call you...?
700944;Penelope Clearwater.  Half-blood.
700945;You smell like vanilla, Penelope. I think you're going to be my favorite.
700946;There's no Vernon Dudley on 'ere.
700947;Hear that, ugly?  The list says you're lying.  How come you don't want us to know who you are?  Hm?
700948;The list is wrong.  I told you who I am --
700949;Change of plans, boys.  We won't be taking this lot to the Ministry.
700950;What did you put on me?
700951;A Stinging Jinx.
700952;How long will it last?
700953;Not long.
700954;Show me. Get Draco. Well?
700955;I can't be sure.
700956;Draco. Look closely, son. If we are the ones to hand Potter over to the Dark Lord... ...everything would be forgiven. All would be as it was, you understand?
700957;Now, we won't be forgetting who actually caught him, I hope, Mr. Malfoy.
700958;You dare to talk to me like that in my own house?
700959;Lucius. Don't be shy, sweetie. Come over. Now, if this isn't who we think it is, Draco, and we call him, he'll kill us all. We need to be absolutely sure.
700960;What's wrong with his face?
700961;Yes, what is wrong with his face?
700962;He came to us like that. Something he picked up in the forest, I reckon.
700963;Or ran into a Stinging Jinx. Was it you, dearie? Give me her wand. We'll see what her last spell was. Ah. Got you. What is that? Where'd you get that from?
700964;It was in her bag when we searched her. Reckon it's mine now. Are you mad? Go! Get out!
700965;Cissy, put the boys in the cellar. I want to have a little conversation with this one, girl-to-girl.
700966;What are we gonna do? We can't leave Hermione alone with her.
700967;Ron? Harry?
700968;Luna?
700969;That sword is meant to be in my vault at Gringotts. How did you get it? What else did you and your friends take from my vault?!
700970;I didn't take anything. Please. I didn't take anything.
700971;I don't believe it.
700972;We have to do something.
700973;There's no way out of here. We've tried everything. It's enchanted.
700974;Please! please!
700975;Shut up!
700976;You're bleeding, Harry. That's a curious thing to keep in your sock.
700977;Help us.
700978;Let her go.
700979;Shut up. Get back. You, goblin, come with me.
700980;Aah!
700981;Dobby? What are you doing here?
700982;Dobby has come to rescue Harry Potter, of course. Dobby will always be there for Harry Potter.
700983;You can Apparate in and out of this room? Could you take us with you?
700984;Of course, sir. I'm an elf.
700985;Works for me.
700986;Dobby, I want you to take Luna and Mr. Ollivander--
700987;Shell Cottage on the outskirts of Tinworth. Trust me.
700988;Whenever you're ready, sir.
700989;Sir? I like her very much. Meet me at the top of the stairs in 10 seconds.
700990;Ow.
700991;Who gets his wand?
700992;I'm only going to ask you once more, goblin. Think very, very carefully before you answer.
700993;I don't know.
700994;You don't know? Why weren't you doing your job? Who got into my vault? Who stole it? Who stole it? Well?
700995;When I was last in your vault, the sword was there. Oh, well then, perhaps it just walked out on its own then.
700996;There is no place safer than Gringotts.
700997;Liar! Consider yourself lucky, goblin. The same won't be said for this one.
700998;Like hell.
700999;Expellliarmus!
701000;Stupefy.
701001;Stop! Drop your wands. I said, drop them! Pick them up, Draco, now. Well, well, well, look what we have here. It's Harry Potter. He's all bright and shiny and new again, just in time for the Dark Lord. Call him. Call him.
701002;Stupefy!
701003;Stupid elf. You could've killed me.
701004;Dobby never meant to kill. Dobby only meant to maim or seriously injure.
701005;How dare you take a witch's wand? How dare you defy your masters?
701006;Dobby has no master. Dobby is a free elf. And Dobby has come to save Harry Potter and his friends.
701007;Hermione. You're all right. We're safe. We're all safe.
701008;Harry Potter.
701009;Dobby. Dobby. No, just-- Hold on. Hold on. Look, just hold on, okay? We'll fix you. Hermione will have something. In your bag. Hermione? Hermione? What is it? Help me.
701010;Such a beautiful place... ...to be with friends. Dobby is happy to be with his friend... ...Harry Potter.
701011;We should close his eyes. Don't you think? There. Now he could be sleeping.
701012;I want to bury him. Properly. Without magic.
